	dendritic	endothelial	eosinophil	erythroblast	macrophage	monocyte	neutrophil	placenta	tcell	adipose	brain	fibroblast	heart	hepatocyte	lung	mammary	megakaryocyte	skeletal	small	unknown1
0	0.9558609713531597	0.9425178626253405	0.9551819198986531	0.9259245640649103	0.9599370084903723	0.9796341736051438	0.9469826175312146	0.925456111412066	0.9489010530930552	0.9422030240418467	0.9181836672406704	0.9333364602751506	0.9715393386545039	0.9570429503036109	0.9531148015360106	0.9839333888762316	0.9317685399485799	0.9432220661910058	0.9685956135431437	0.8273415372233849
1	0.6696525881834263	0.9593677288856975	0.09154310473625409	0.9417191282771069	0.6391837728285747	0.6267946621561981	0.18698603576552977	0.919574156665261	0.9628276052886755	0.7255207376363425	0.7666705869278122	0.8685830331337834	0.9275971563981043	0.37565100671160967	0.7923604565401862	0.8814924427636055	0.9480064227620686	0.9297500107417059	0.8875871842491989	0.6872533207501381
2	0.8702898129667251	0.7812689069818606	0.8085238163595415	0.7775164295536401	0.77997125314337	0.8289889869921134	0.813503922552947	0.5562702030378903	0.8504057542446929	0.8112609970580369	0.6963134964229003	0.307025193899416	0.7724857375713121	0.6876657196969636	0.7812736214553906	0.42442294692641286	0.7619688532444728	0.6564508330871351	0.734767119685412	0.5308674424593883
3	0.8776082905144096	0.9287224974764829	0.860233541451771	0.8962541403098351	0.9299912050094651	0.9364829508012603	0.9167488507645751	0.3133929987918049	0.15947376647476852	0.8404729730980087	0.8492182671114349	0.8596493862904304	0.8964948453608247	0.8706160337553775	0.8489858718900418	0.8630459817739538	0.9189162746917835	0.9491697564582926	0.7965905663147392	0.8064549284438288
4	0.959238886941836	0.6783756593494481	0.9233746574255113	0.9584487970157296	0.9368705271922857	0.9631279293206545	0.9419179866043991	0.8573218848103901	0.9728239062426774	0.9082412402037425	0.8952012268094232	0.6877762968472434	0.8708015451472719	0.6336993166296054	0.9198251335207847	0.90448640706389	0.9512420058640275	0.8734062139651173	0.9544763342065802	0.9100905836155104
5	0.971504750333835	0.9510654336367913	0.9652872664331617	0.5379628372779174	0.9500964710787885	0.96982789805591	0.9473722149655984	0.729186064641709	0.9744744952361166	0.936081967130985	0.956252495897061	0.980932067023507	0.6896739130434782	0.9404752342703643	0.9525714744982484	0.8516211688457218	0.9289531672300919	0.9458632764873074	0.9149240272924367	0.679955239943316
6	0.939843274230852	0.9788632413294389	0.9423345845841089	0.8860853495830162	0.9631260601046612	0.977577615085895	0.9447617111760854	0.9721163909988213	0.0817364097582113	0.9387403308192707	0.9135820021124013	0.9380822542516434	0.9406775067750678	0.8375051975042751	0.9324017172905213	0.9783475072293335	0.8927159247894657	0.9728790107485967	0.8470066785567795	0.8954255772298029
7	0.939843274230852	0.9788632413294389	0.9423345845841089	0.8860853495830162	0.9631260601046612	0.977577615085895	0.9447617111760854	0.9721163909988213	0.0817364097582113	0.9387403308192707	0.9135820021124013	0.9380822542516434	0.9406775067750678	0.8375051975042751	0.9324017172905213	0.9783475072293335	0.8927159247894657	0.9728790107485967	0.8470066785567795	0.8954255772298029
8	0.6608328056401928	0.9564833978814054	0.5146958056133174	0.9447782162084304	0.6029351885072118	0.5923837388540544	0.31478102887205106	0.8983536648093632	0.9675280650368049	0.8210412567505723	0.9324317482332534	0.9745447077323063	0.8988575899843505	0.8315538194440505	0.8658067052862174	0.9576104569266696	0.9565817178810653	0.9596014247538638	0.9191389110367156	0.6151742323691879
9	0.6925747542031523	0.9551223763866613	0.5545677801736081	0.9451557027561217	0.6357757626374585	0.6236831883619368	0.3325504672944844	0.9006286258009472	0.9697092776941018	0.8184505545855881	0.9370088488987798	0.9710301342806708	0.9140311347808275	0.8622472677592085	0.8782231171869412	0.9594421116142483	0.9582521987123932	0.9630131505701613	0.9276173031243209	0.6441304892429247
10	0.697609582441147	0.9543555411649965	0.5603816960038729	0.9454452336477116	0.6421586650733255	0.6299295182804586	0.33026110529041125	0.9016505881256001	0.9701784635988954	0.8152464782143095	0.9343481351110579	0.9711672770020815	0.9164953632148377	0.8668400349647011	0.8792512439298754	0.9601413679381661	0.9589523298111085	0.9638992956002633	0.9297118449891841	0.6466277658237165
11	0.9617261115452937	0.8409266579439315	0.03928320054745229	0.9005969788139323	0.9370021737848189	0.9854722311571255	0.9569661218207608	0.9083993946026995	0.9326662817017353	0.9855000000758338	0.9166750759668623	0.9558908858353048	0.9468666666666666	0.9624264705884966	0.9663095615303978	0.8999893396520839	0.8703198578216926	0.9897279017346744	0.9836501899585212	0.9788072564033753
