	dendritic	endothelial	eosinophil	erythroblast	macrophage	monocyte	neutrophil	placenta	tcell	adipose	brain	fibroblast	heart	hepatocyte	lung	mammary	megakaryocyte	skeletal	small	unknown1
1364	0.0010889877321622976	0.0013371919110460458	0.00029048040608240964	0.0014823170236517656	0.0035730227436797327	0.0002919202487156085	0.006393249216751294	0.00699725069275051	0.0004209305341219092	0.7188424424488331	0.76557499289525	0.004220102248936933	0.57473165988934	0.750572691674455	0.7142467127054463	0.4590675099185909	0.0020404319674060894	0.007470504962677226	0.002749271396511585	0.013498563765805735
1365	0.0010887114724228426	0.0012649638318341539	0.00029128301875708625	0.0014807767521098766	0.0035686610746731716	0.00029241925314798845	0.00640696053006343	0.006986525594259501	0.00042189901427290864	0.7190337414445499	0.7666835880896731	0.004258524799179736	0.5749641422628972	0.7537487016900404	0.7172480052406044	0.4608428472481295	0.0020397546933622703	0.007545760276872778	0.003447239149256168	0.013568292981487604
1366	0.00029889119264421977	0.001385023777718343	0.0005496994634094944	0.001367219777215486	0.0004018823557346378	0.0013668534652643773	0.0006643354240164644	0.011143075755254245	0.00034232189225580606	0.727860089199614	0.7631456991643062	0.006689376677538834	0.5531859571541947	0.7497594828653158	0.72796056849467	0.5254595306253257	0.000393716230345731	0.015485650197197401	0.007935371435599727	0.007184133113471475
1367	0.9280861821162018	0.9435529494950736	0.955692736837594	0.884586625497008	0.9450907624994275	0.9652196759979689	0.9315106702844052	0.941210888394207	0.9418331879614001	0.8859397287851271	0.7193143806495996	0.5550550793350718	0.8717637111624683	0.483073937091313	0.8402381192407424	0.44209506143251215	0.9294213639741282	0.8696741312811342	0.9511948003016263	0.96824389727343
1368	0.0015845607710222576	0.0014993589030753425	0.0028854962920072036	0.0019972976862007775	0.0010031667189434278	0.03332494422571511	0.00025567085564098737	0.317172743351315	0.0015819248348645126	0.6124897539767524	0.7762270331388267	0.004829777572020077	0.5380986595856061	0.733181729577545	0.7161792951937688	0.3890550299797707	0.0027898161423732457	0.010335723302101935	0.001450337012815735	0.0065438918769921365
1369	0.003946842916132355	0.003175592136680949	0.00012764296208847288	0.0015120287518922723	0.0004995499748826659	0.011873314656921555	9.799736617222753e-05	0.1943599679680779	0.006237392159400711	0.7283703500390186	0.7018241152021897	0.0037702050539804733	0.49013090274064536	0.6880440377698263	0.6541780952367124	0.265446450063345	0.006074109118066037	0.0038278441717677063	0.0018480621815118988	0.03866467466050121
1370	0.003788153944727944	0.003513929919458264	0.00023448097291269433	0.0012730435550714588	0.0009128561039698081	0.010201324067588977	8.73918626188883e-05	0.22887656355554886	0.005781458400018177	0.7224407147946129	0.7073264349772895	0.006287786921912817	0.49664013470538687	0.6953988897421033	0.6399165554662126	0.2818498746150464	0.0063867689195009104	0.00444378696389037	0.002734281493435497	0.09474416220685704
1371	0.0038792863957495577	0.003695971176985786	0.0002354493349333068	0.0012128026227631388	0.0009196416637326675	0.009879035197707695	8.835576969923031e-05	0.23355948081430195	0.0058396712186793	0.7198944962898891	0.7048096798621657	0.00639555710048148	0.49651406790099767	0.6839337953210652	0.6372749129829872	0.27974132099020144	0.006722955577722982	0.004457678538320554	0.002734638738093502	0.10053503263602394
1372	0.9465662249747009	0.9151497159602136	0.9667545290292552	0.9249262921274661	0.944431195284814	0.9228147982476326	0.9184370911545219	0.24039766739753807	0.9658352155367659	0.8263806273537043	0.7328827077580655	0.6348920648077984	0.8831982859312766	0.5493913426402868	0.793210940425879	0.7349300587602571	0.8175387852007813	0.7707343107273646	0.8269311191096596	0.8586248246604392
1373	0.006949519408303544	0.003640610820307007	0.00600799885825202	0.006249866256035712	0.003657055944730903	0.004953753760098593	0.010305972027101264	0.1029036465445389	0.025824986216606984	0.683516492851408	0.685480542771248	0.035435178336276005	0.5011539928333011	0.7536902603593226	0.7139166674615196	0.3868720932748707	0.0065399784555050895	0.00897920241052664	0.009253882897561051	0.04775340202015669
1374	0.9393302340692419	0.927900109534624	0.9429698289955347	0.9008481336076798	0.9481618959070088	0.9716546297096645	0.91957594406768	0.23311376874931528	0.9196808768402017	0.9429737008833132	0.8946403544556005	0.8035138844664024	0.8951913658192467	0.8205505226644639	0.9150125376927161	0.7264427110687806	0.8855689300036569	0.909736291440809	0.9267248744169349	0.978659412392472
1375	8.246631061639592e-05	0.006524143753675979	0.0008446301336727893	0.0014842102798116564	0.0007274196620255467	0.0014866867471727402	0.0010529655380890374	0.027088786539934705	0.00020986430902611043	0.33671827570160484	0.5506725992801108	0.01715740437637261	0.24728340772299165	0.4050418157371756	0.3368969070927695	0.5502144556096842	0.00092418276316511	0.006667574324909377	0.006073584602336789	0.10441920731472754
1376	8.246631061639592e-05	0.006524143753675979	0.0008446301336727893	0.0014842102798116564	0.0007274196620255467	0.0014866867471727402	0.0010529655380890374	0.027088786539934705	0.00020986430902611043	0.33671827570160484	0.5506725992801108	0.01715740437637261	0.24728340772299165	0.4050418157371756	0.3368969070927695	0.5502144556096842	0.00092418276316511	0.006667574324909377	0.006073584602336789	0.10441920731472754
1377	0.037982369730923046	0.012529571051756646	0.015503968922882317	0.18374671010619728	0.012760900158013276	0.054296651080786504	0.06081118442056743	0.02618001496107186	0.016589448097310364	0.36235105163509507	0.9137989214366946	0.05336171833033353	0.24700652045522942	0.459654661741743	0.6195187663812659	0.9061497111780442	0.1400445103691391	0.015895700845181507	0.03514617534399028	0.14243027169501107
1378	0.0010363058021719018	0.009235099869171804	0.0024255054432804905	0.007048064983344527	0.004397036023265848	0.0008134658647155027	0.003211137800824311	0.040815999911040256	0.021448765458334393	0.6844246142519651	0.8565121355230098	0.12198636465527114	0.5003461305714525	0.8305758185408322	0.8602488287390453	0.6287563369808046	0.012002627937500183	0.10052345022699559	0.018949023560187492	0.02451636481194734
1379	0.0010796314993061307	0.008251041970227541	0.0016832598540687965	0.006060432365521158	0.003115305342395632	0.0007753180549882328	0.0021965940975817097	0.0417078276911313	0.016471318686625592	0.6835681460326608	0.8555773474532882	0.10778118473009268	0.49362383537838206	0.8347155371698368	0.8587430398295041	0.6210681821589413	0.01053514759653384	0.0881243111619334	0.02062451097627629	0.019319738375603315
